uid,id.orig_p,id.resp_p,proto,service,true_label,predicted_label,confidence,correct
Ceir4WJF3PbbONUpd,3198,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGWqon3jj0ySNp01Hk,3199,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cp60jl4eNX8vW2coG5,3200,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ce6iWu4jCxWMKipov6,3201,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Chl5M829Md1zJcIIPc,3202,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBV4jB5vtixLmS5Zf,3203,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CjEdHY3bN5KLzKPan7,3204,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C0WrIm1W9NLYKSMPfg,3205,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CcsRfx4vc8GPCcCIK3,3206,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CaQtbg4PUymIueMG9k,3207,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C72HWw3sHDeSFRRCLd,3208,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwyWt04jS3LD2pdiOi,3209,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4VKNB2kdytgg4clC3,3210,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CuVAQ52PEXsqR6UK81,3211,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Clak8B4dGhRQIUfp6d,3212,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cy3THeuwR9LgZPhZh,3213,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbR2wA41vqCfNEc7u3,3214,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7T0GG12pvyBXc5dmh,3215,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxcXHaq6lHyJQB48l,3216,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C2gOmM37JYMDwlhLb4,3217,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVbRKB2chJAhsJyt23,3218,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CoSowSeaOg3GdiOoe,3219,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CO1X4w36QmtcRXRPfb,3220,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CQowCW1bgmruqIsZUf,3221,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C43bj1ULWEDtEZc7,3222,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C8xnkA1gVkgmyuNAg1,3223,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9NhRP1xQuqGZ8CY06,3224,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIWQ723ZEHoDH4Ci1g,3225,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CV6du80TFugLnkLKd,3226,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUrQ8Z1hk3pYDASsk,3227,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COBrzX31OKJpqiRRx5,3228,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbxYyE1UNbNCr3jxSc,3229,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwDIk24tXgZxJ7feUb,3230,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CypEsQ3j1RSZKorgBl,3231,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWxhrg3BadDEOScVc,3232,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CyAMY43NLSIBwlCIWb,3233,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CXDTAJ1ybhAnE1mOy6,3234,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUcI4241DhzzCP9oGd,3235,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CgiH1B2zoAZQ0E2quj,3236,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAQNhwg5FAR0eKkah,3237,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKJX5YuBEGxGykp25,3238,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COTqjx3JCzH6862vT7,3239,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CrBNB42NIo9LjCHKjl,3240,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CngOM3e5nq0Y9Pnhe,3241,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CvDaJ02fvSFg2em2Nd,3242,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CifthH1itmyFWuiOhf,3243,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMbX0VibPVg0yUYZc,3244,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ChFbNj2CT8KuLRS0N6,3245,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C54Otd3V4ZgiFKOtrj,3246,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSFk6k4HTH4nSK3yVg,3247,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CiDgPU2rR3Jo3GSeA4,3248,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUjfYb3HNvBCgY8CTe,3249,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cqnedb3Pu521TJS7G6,3250,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CInfdw24AhWPSxt9L3,3251,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cw1mTXYX9fza0LTFc,3252,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRcaym4eWKFpPU5Ol4,3253,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKlJcK1JDlYSUaPS95,3254,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSbUwL2zZ7RR6vRsok,3255,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBzDBI3hpzCMsgWB19,3256,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHHPhu37B5mNjYhI6j,3257,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CP3wPJOoYRiKvZLCb,3258,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C02l624pI7UoRgAiFl,3259,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CgWj3x29STeGTjc243,3260,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CtC2gA1NtN9Y1Cr7D1,3261,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C8yLSPDWT6bBnKU0a,3262,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CsQAgb24D62XqL6Io4,3263,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCohvY155F485fJtph,3264,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CvBDPY3tAiu3eNcJWl,3265,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqOQ1F1kNegf1lP3M3,3266,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxdtSl1Ia6vXLeLRXj,3267,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CPdbwC1Tf8B08P2yx6,3268,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRonq01QQagimqd8Rl,3269,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqBDOg4UnZg5fTsQ89,3270,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7kJ5x48GKRtrLCOzb,3271,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CcjYNO2w9J4wnQDJe6,3272,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqaiRC2iKLgCAQ07Uc,3273,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRfFLh2OO1AFG9wLQ4,3274,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CyCTcQyp1SlCRuOz,3275,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Chk8uc1q1KZJnq4gM4,3276,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
C0jh515Iuo2ACgK9g,3277,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CYC3hN12iJBKNu0Uy,3278,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBGecp21BJf0GGURwb,3279,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C2DPVz2Bd6c8syTnV1,3280,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CePoU54UPlO42DBx2e,3281,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cxd2Xl3annYdwkaWH1,3282,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKdVnZ5TlN8gjTdv7,3283,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CeaSLJvtq6KGWpOb2,3284,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CnykCE1VlyeziN7oTa,3285,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCuvmUaHPV1fq5Avj,3286,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClONDS1khdpfrJhpN9,3287,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKd5FG2SLSS91pD61h,3288,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CFQ5Hr4CgJKLKjwZFe,3289,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUAvbw2CFqOz5ZRn15,3290,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CXEU4b2HY5jTsJF2k9,3291,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CgQCaU2ERsvdhrtKlc,3292,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C8jepX3Fl8XOpnIfN8,3293,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCOZ1X3peLWjq81Qkb,3294,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CjKDnc27nTBzuzg8K7,3295,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9ByxCoGs2pNe2ud,3296,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CsNdI33wB2Za2KqwP,3297,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CtDqt97Y6rqluxPrl,3298,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C5zprY3QUoIm1VXE0a,3299,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CgP8h5FE7gHpro7Xk,3300,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIoR46gsk8XanGcv8,3301,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CrfZiC1siNNhpgDmA7,3302,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CoG1B13uCQqVt1XVGb,3303,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIdB9i1rDGqfVY8Opc,3304,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CkJMlM3kQoptMZK9D1,3305,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAxIsU1rnaUdSDo994,3306,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CvSDac1dMg2uzrpvjb,3307,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRMRtR2gKsk4DcZSs3,3308,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBsCPFzLf3dR7YK2,3309,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CtAEjE1EYTlM1jGv0b,3310,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAKxq22CnAoQzvOICc,3311,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1x05J2DJunZPd8j7i,3312,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CEQxY94NEBgzWHoSrg,3313,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C0vu942WaJMDOGtpi1,3314,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAGCuw1noqBDoll6Ea,3315,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COAl8M1QSbwNSUuwC9,3316,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7Jfk72GKynQ62NPa6,3317,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CmLsAB1BVO6DmzhCP9,3318,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CFGqgK2plBggbFrpId,3319,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CRuQni25JINa7Z0SN4,3320,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Curpd13iqv6akBm5hh,3321,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwxDsS1a1b1TmjTqIc,3322,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CE5xpb1WFax7UbCF1f,3323,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CuehG63YNTLS07f1s9,3324,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMhSmg2Wma9mEwsMaj,3325,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMmvzm24G9wxIkrRI9,3326,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CZIAnR1yYYvWl4xHw,3327,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMbxrfxOpg11KmzCa,3328,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C6tz8oJ43Dml9agCk,3329,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CnZYuB1rMlQJvgoz84,3330,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIx3H13xW6SHQMoQ1b,3331,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIP9Zj2ZpILcJBo9N1,3332,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqmXGJ3IW6Ad7koRq5,3333,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CTONDY20dVxYkHNoTd,3334,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CfD7412P4V6jmX4pOb,3335,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLOE1U3zVRG1nUqTBj,3336,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C9pzos2YaK7tjXbcQb,3337,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CSLeIPQlwmhz4H057,3338,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Czlpfn26gCfBlD9Cg,3339,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLaNrz2tlhj6zY9lkl,3340,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7kDks4RVWyDs5G8ii,3341,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMX9Zm1lrMWjiDeC79,3342,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbXcAW2aG0l0RZaMg7,3343,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CNGxRgCueP4qyVTV3,3344,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLy00FgpQBhr1Lcwf,3345,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxQWgI3QFF6vuNG6Vh,3346,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CM4CqLhrD82FGZg81,3347,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CX9hqi3WuLBoq9QrW6,3348,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUzg1Y2yuKPuZxRn8c,3349,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7CBM4VHl5VmFzlde,3350,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CeQOxG1clqABkrNyg8,3351,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cdq0yg26jiCcBGuOt6,3352,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CS1Uru32UC5jOFKzik,3353,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClRM0m2WCmc8utza3k,3354,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWFyv6Ph8hJlDMAte,3355,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMNzT23rDdLki8Afg,3356,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Csu0YX2hOXNiYcNcE5,3357,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cbae7A2vqxHcIlWdtf,3358,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.5,False
CxLKJ34dT0YSd8Y3Uf,3359,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CjW4Ou16tSEcEr6fh6,3360,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxVjse4v9qFSGKtJQb,3361,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKiQzt1bJDt30neF39,3362,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CoPhCa1nUwNfNUSvWa,3363,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGpw7M3ySxM7H1R73k,3364,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CZgX7h261QGMKPqIE7,3365,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C4BL9cvnGcRgni1fd,3366,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbaDeq4hvXwSoTtkO,3367,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CnbWTa4t58OmncQb11,3368,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CzTiYU2o6M3M1GmlAg,3369,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxL50P22n7sD1KFN6,3370,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CV6MHJ3zrtyVFtZ3g2,3371,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBoMqyysiTLMQSbp9,3372,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwXjFT3JO4FPHRrK6d,3373,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLo5ooK7Uu2KNoPk8,3374,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CaQGDs4oiZJbyywRed,3375,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CxusHs17QJwYMZbTa3,3376,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Ctn9WscwdshGrbD6j,3377,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CfCrl02Jo3X8ult6I9,3378,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWKFVs43wVydkhaak7,3379,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CPWRIi1Y506eCtR0V8,3380,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CwZC1I3dyDZW9Vclmb,3381,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CGXlg01JPjyqX3Cg2g,3382,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.46,False
CGtP4C2VGJb2Rgwod9,3383,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Conzhp1guLVCo47xi5,3384,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CXoXrWTYFFjudsMp4,3385,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CDPtPq4mxWQYvIJ22j,3386,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CPp40h18jxdohiJDvj,3387,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CWxtUp4o3X9nKeMEpi,3388,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C1MW6LIYxDYGtOEMj,3389,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cr8Ke5naGZQTNL7E8,3390,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CyeIan1XupGN4XAj8b,3391,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CR6ZQd2g4t3HlO2Ul,3392,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CI4wGVPZhawtkgJRe,3393,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CBcpR41gJVgDLuD1Pb,3394,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CiRWu7fnoUdCkAuK9,3395,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C8fM9x2jcQJahp4W93,3396,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7bX111cghKjSqNS39,3397,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKWQCozAkMW9BcWxj,3398,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cwy1Ky2aujVoMIfLFf,3399,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbgvKa2xpHo6fRQhd5,3400,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cd3HZv2EGWBm1tCkCi,3401,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CLSqyFgUiqCu0n78f,3402,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVekMn2BaA2U1YAM4k,3403,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COAuFv1OMqVFPdFpQk,3404,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMG6XZ1Z2cVPdplTt,3405,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CMz5WH212nXao88qel,3406,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CJb7aA3XAymx2SXMhd,3407,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CiP8hb3PA4JzUPSgp2,3408,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CURbLo398NRJU3uBKi,3409,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIiFPc48XsElWzs5a6,3410,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CVjAekImcPNdSXvK,3411,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CrVTSL3TyJ8PgBX5Hf,3412,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C2CAAD3Xy3ix1t9yS9,3413,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKcOSxllFxwu98Ak5,3414,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CJ5D9U1WYjVSM64Hxb,3415,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CiBx391GK7HYaSDAQh,3416,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CNcbxP28Y2WzauEwmb,3417,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C3xe222a0ljKHcj45a,3418,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CPfeVp32XUQRKUM5b8,3419,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CUdyo63p53rbzR3mJa,3420,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CHV0Iv2ls6PfX5YEv6,3421,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C70Qy52izo0osULNia,3422,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cr1Bc523Mhg89EQWql,3423,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCzHK62jfhga6npDUk,3424,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C60Asx4TJxQb3Ro1n4,3425,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cj0t0c1YdwuMXhna4j,3426,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKR6wo3hPcnlLPUrR7,3427,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CugCOD2qN0bE3ReP1l,3428,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CCXyKq1ncN3D34zeuc,3429,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CqiDtp2AUwxAW2qlUd,3430,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
C7eNvX2UY3HV2wNaH,3431,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CET3Ti11Luu3X5Qnkf,3432,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CG6HfdY9CoFu8vTLe,3433,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CbywBW1ShRMHUNYiw5,3434,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CGtXij4oA2j6dQpKEk,3435,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
ClpnoA4rwdDdE4Uqva,3436,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CpM6nA3dV7clxe9LEj,3437,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CEOrYO2gDKASUnIw28,3438,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CIUPNe1Q4I5VT0tTtg,3439,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CKSGCi2INtWBNVexDj,3440,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CAhapb1RHS2OOdr8he,3441,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CDcHB11TfDhKw6mBP7,3442,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
Cyo4o62yKTDJQ8i9D3,3443,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CX6yth2U90dGKUXrZ2,3444,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
COFM8s1LjNwWGdb6S3,3445,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
CiAU051uZsNVxH3Qyh,3446,80,tcp,-,DOS_SYN_Hping,ARP_poisioning,0.47,False
